,emb_that,emb_wh,emb_whether,pairID
152,Dana realized that Rose hasn't forgotten that committees haven't referenced every teacher.,Dana realized who Rose hasn't forgotten that committees haven't referenced.,Dana realized that Rose hasn't forgotten whether committees haven't referenced every teacher.,152
153,Charles could remember that Liam has investigated that a dentist hugs Katherine.,Charles could remember who Liam has investigated that a dentist hugs.,Charles could remember that Liam has investigated whether a dentist hugs Katherine.,153
154,Many teachers realize that Kristin hasn't known that an adult wasn't descending many stairs.,Many teachers realize what Kristin hasn't known that an adult wasn't descending.,Many teachers realize that Kristin hasn't known whether an adult wasn't descending many stairs.,154
155,Richard learned that Valerie might investigate that the museums have resembled drawings.,Richard learned what Valerie might investigate that the museums have resembled.,Richard learned that Valerie might investigate whether the museums have resembled drawings.,155
156,Some senator was concealing that Sara has discovered that many legislatures haven't descended most hills.,Some senator was concealing what Sara has discovered that many legislatures haven't descended.,Some senator was concealing that Sara has discovered whether many legislatures haven't descended most hills.,156
157,Most teachers remember that Aaron was discovering that every company breeds fish.,Most teachers remember what Aaron was discovering that every company breeds.,Most teachers remember that Aaron was discovering whether every company breeds fish.,157
158,All boys discovered that Maria has investigated that most teachers hadn't attacked some child.,All boys discovered who Maria has investigated that most teachers hadn't attacked.,All boys discovered that Maria has investigated whether most teachers hadn't attacked some child.,158
159,Universities discovered that this girl remembered that a lot of people discovers these sweaters.,Universities discovered what this girl remembered that a lot of people discovers.,Universities discovered that this girl remembered whether a lot of people discovers these sweaters.,159
160,Carolyn concealed that a lot of customers conceal that most pedestrians should build malls.,Carolyn concealed what a lot of customers conceal that most pedestrians should build.,Carolyn concealed that a lot of customers conceal whether most pedestrians should build malls.,160
161,Erin shouldn't forget that Danielle hadn't revealed that guests steal these bikes.,Erin shouldn't forget what Danielle hadn't revealed that guests steal.,Erin shouldn't forget that Danielle hadn't revealed whether guests steal these bikes.,161
162,Melanie remembers that a lot of legislatures don't find out that the hairdresser was growing a pepper.,Melanie remembers what a lot of legislatures don't find out that the hairdresser was growing.,Melanie remembers that a lot of legislatures don't find out whether the hairdresser was growing a pepper.,162
163,A lot of oncologists remembered that a lot of associations find out that all associates have purchased some slopes.,A lot of oncologists remembered what a lot of associations find out that all associates have purchased.,A lot of oncologists remembered that a lot of associations find out whether all associates have purchased some slopes.,163
164,The organization should figure out that Judy found out that the dentists led Jill.,The organization should figure out who Judy found out that the dentists led.,The organization should figure out that Judy found out whether the dentists led Jill.,164
