,np_that,np_wh,pairID
910,Diana realizes that some dancer who wouldn't make wine shocks John.,Diana realizes who some dancer who wouldn't make wine shocks.,910
911,Sara remembered that those companies what are worrying a lot of children hadn't scared Travis.,Sara remembered who those companies what are worrying a lot of children hadn't scared.,911
912,Contractors had remembered that those drivers who admired this lady are helping Janice.,Contractors had remembered who those drivers who admired this lady are helping.,912
913,Cheryl wasn't figuring out that every driver who talks to Guy bothered Cheryl.,Cheryl wasn't figuring out who every driver who talks to Guy bothered.,913
914,Colleen discovered that all podiatrists who hurt Allison can't underwhelm Noah.,Colleen discovered who all podiatrists who hurt Allison can't underwhelm.,914
915,Those actors had known that that podiatrist who would hide Martin might spend some donations.,Those actors had known what that podiatrist who would hide Martin might spend.,915
916,Most teachers can learn that some contractor who won't flee from a lot of ladies did help the adult.,Most teachers can learn who some contractor who won't flee from a lot of ladies did help.,916
917,The podiatrists weren't finding out that schools what argue about Liam haven't scared Dawn.,The podiatrists weren't finding out who schools what argue about Liam haven't scared.,917
918,Sandra had discovered that that senator who repairs the trucks won't climb up a lot of ladders.,Sandra had discovered what that senator who repairs the trucks won't climb up.,918
919,Andrea wasn't finding out that the partner who bikes to every restaurant hadn't scanned every movie.,Andrea wasn't finding out what the partner who bikes to every restaurant hadn't scanned.,919
920,Phillip remembered that the senator who questions Florence investigated every senator.,Phillip remembered who the senator who questions Florence investigated.,920
921,Most doctors conceal that these dentists who dropped by museums weren't breeding the hamsters.,Most doctors conceal what these dentists who dropped by museums weren't breeding.,921
922,Martin realizes that some podiatrist who had lifted many candles did aid Eric.,Martin realizes who some podiatrist who had lifted many candles did aid.,922
923,Rachel learned that most men who would shake a contractor boycott this mall.,Rachel learned what most men who would shake a contractor boycott.,923
924,Carol is finding out that the rug what was shocking Jessica doesn't embarrass Harvard University.,Carol is finding out what the rug what was shocking Jessica doesn't embarrass.,924
925,Tara hasn't learned that these lawyers who hug the guests astound Raymond.,Tara hasn't learned who these lawyers who hug the guests astound.,925
926,Some driver discovers that a tooth what upsets Gary upsets every girl.,Some driver discovers who a tooth what upsets Gary upsets.,926
927,Allison does learn that this electrician who could hear Pamela could sound like the story.,Allison does learn what this electrician who could hear Pamela could sound like.,927
928,The women investigate that these piano teachers who bend the skateboards aren't researching music.,The women investigate what these piano teachers who bend the skateboards aren't researching.,928
929,Many people discovered that most girls who are approaching Dennis wouldn't hire Christine.,Many people discovered who most girls who are approaching Dennis wouldn't hire.,929
930,A museum won't discover that some brochure what was astounding Marie does embarrass that French teacher.,A museum won't discover who some brochure what was astounding Marie does embarrass.,930
931,Omar hasn't revealed that this woman who attacks Galileo hadn't worried many guests.,Omar hasn't revealed who this woman who attacks Galileo hadn't worried.,931
932,Victoria would reveal that a man who gets the dishes bought that sketch.,Victoria would reveal what a man who gets the dishes bought.,932
933,Most drivers forgot that all customers who did clean the tomato lift these plates.,Most drivers forgot what all customers who did clean the tomato lift.,933
934,Many dancers discover that the senator who hasn't questioned William had fought Galileo.,Many dancers discover who the senator who hasn't questioned William had fought.,934
935,Vincent is finding out that the museum what shouldn't take these hills has underwhelmed all piano teachers.,Vincent is finding out who the museum what shouldn't take these hills has underwhelmed.,935
936,John couldn't conceal that most partners who hadn't lost that cart aren't buying that college campus.,John couldn't conceal what most partners who hadn't lost that cart aren't buying.,936
937,Jill found out that every government what talks about Tara remembered Julia.,Jill found out who every government what talks about Tara remembered.,937
938,Stacy forgot that most lamps what had impressed those senators upset Eric.,Stacy forgot who most lamps what had impressed those senators upset.,938
939,Grace can investigate that the donations what weren't harming Steve were alarming Diane.,Grace can investigate who the donations what weren't harming Steve were alarming.,939
940,A lot of senators forget that a lot of people who drew Janet argued about Teresa.,A lot of senators forget who a lot of people who drew Janet argued about.,940
941,This driver hadn't remembered that an alumnus who has boycotted most hospitals discovered this computer.,This driver hadn't remembered what an alumnus who has boycotted most hospitals discovered.,941
942,Katherine knew that a French teacher who climbs down most stairs hasn't overwhelmed Stacy.,Katherine knew who a French teacher who climbs down most stairs hasn't overwhelmed.,942
943,Rachel isn't figuring out that all drivers who had revealed Caroline dislike many pictures.,Rachel isn't figuring out what all drivers who had revealed Caroline dislike.,943
944,Carlos was realizing that those French teachers who fixed this skateboard sink this canoe.,Carlos was realizing what those French teachers who fixed this skateboard sink.,944
945,Jerry would forget that these associates who are breaking the canoes have stunned some patient.,Jerry would forget who these associates who are breaking the canoes have stunned.,945
946,The Lutherans forget that every doctor who wasn't referencing these stories forgets Carmen.,The Lutherans forget who every doctor who wasn't referencing these stories forgets.,946
947,Galileo knew that all actresses who escape from those associates shake Michelle.,Galileo knew who all actresses who escape from those associates shake.,947
948,Galileo has investigated that the associates who shouldn't clean a lot of lamps weren't sinking many rafts.,Galileo has investigated what the associates who shouldn't clean a lot of lamps weren't sinking.,948
949,Leslie knows that an oncologist who hadn't praised Victoria was embarrassing those teachers.,Leslie knows who an oncologist who hadn't praised Victoria was embarrassing.,949
950,Marcus does investigate that many piano teachers who discussed many guests disgust James.,Marcus does investigate who many piano teachers who discussed many guests disgust.,950
951,Gregory had learned that some tutor who might strike Bethany had ascended most mountains.,Gregory had learned what some tutor who might strike Bethany had ascended.,951
952,Dana concealed that girls who haven't hidden some tomato were thinking about some aria.,Dana concealed what girls who haven't hidden some tomato were thinking about.,952
953,Every patient investigates that fish what hadn't shocked Victoria has underwhelmed Sheila.,Every patient investigates who fish what hadn't shocked Victoria has underwhelmed.,953
954,Todd figures out that those ladies who had forgiven this school didn't sink a lot of ships.,Todd figures out what those ladies who had forgiven this school didn't sink.,954
955,Guy has discovered that fish what stun Phillip do aggravate Amy.,Guy has discovered who fish what stun Phillip do aggravate.,955
956,Every adult discovers that all paintings what looked like all plates looked like some glove.,Every adult discovers what all paintings what looked like all plates looked like.,956
957,Handymen can learn that a legislature what doesn't admire most screens liked Julie.,Handymen can learn who a legislature what doesn't admire most screens liked.,957
958,Most ladies investigate that actors who biked to the Great Lakes might break those couches.,Most ladies investigate what actors who biked to the Great Lakes might break.,958
959,Matt does conceal that electricians who shouldn't see all tiles were destroying many trucks.,Matt does conceal what electricians who shouldn't see all tiles were destroying.,959
960,Stacy can realize that this dancer who hasn't exposed every girl boycotted every hill.,Stacy can realize what this dancer who hasn't exposed every girl boycotted.,960
961,Michelle would forget that a partner who will flee from the movie theaters had hugged Sabrina.,Michelle would forget who a partner who will flee from the movie theaters had hugged.,961
962,A lot of piano teachers remember that these electricians who weren't messing up those glasses don't grow all tomatoes.,A lot of piano teachers remember what these electricians who weren't messing up those glasses don't grow.,962
963,Samantha can't remember that the eyes what won't embarrass some teenagers underwhelm Sally.,Samantha can't remember who the eyes what won't embarrass some teenagers underwhelm.,963
964,Teenagers realize that the tutor who wouldn't lead Donald hadn't fought Kirsten.,Teenagers realize who the tutor who wouldn't lead Donald hadn't fought.,964
965,Travis has investigated that those children who bought a lot of dresses buy all mirrors.,Travis has investigated what those children who bought a lot of dresses buy.,965
966,The Lutherans realize that the French teachers who are admiring that raft didn't sell drawings.,The Lutherans realize what the French teachers who are admiring that raft didn't sell.,966
967,Nina isn't finding out that the lady who was ascending all mountains would insult a lot of senators.,Nina isn't finding out who the lady who was ascending all mountains would insult.,967
968,Schools have learned that that rug what harms most partners is scaring Derek.,Schools have learned who that rug what harms most partners is scaring.,968
969,Vanessa will know that these dancers who do steal many trucks weren't kissing Nina.,Vanessa will know who these dancers who do steal many trucks weren't kissing.,969
970,The piano teacher was figuring out that all malls what overwhelmed Heather upset Anna.,The piano teacher was figuring out who all malls what overwhelmed Heather upset.,970
971,Most drivers concealed that the podiatrists who weren't spending some donations arrived at the Great Lakes.,Most drivers concealed what the podiatrists who weren't spending some donations arrived at.,971
972,Most guests aren't remembering that those teenagers who weren't praising Patricia criticized Stephen.,Most guests aren't remembering who those teenagers who weren't praising Patricia criticized.,972
973,The governments figured out that that senator who runs around every public park has chosen Stacy.,The governments figured out who that senator who runs around every public park has chosen.,973
974,Jesus realized that most girls who had healed Cynthia remembered Peter.,Jesus realized who most girls who had healed Cynthia remembered.,974
975,Many women were concealing that this child who wasn't returning to most women will fire this oncologist.,Many women were concealing who this child who wasn't returning to most women will fire.,975
976,A lot of girls remembered that some French teacher who has left all boys drives the car.,A lot of girls remembered what some French teacher who has left all boys drives.,976
977,Dawn was figuring out that those teenagers who hug Alan rode that bike.,Dawn was figuring out what those teenagers who hug Alan rode.,977
978,Brett figures out that an association what is talking about Bill hasn't alarmed Galileo.,Brett figures out who an association what is talking about Bill hasn't alarmed.,978
979,The dancer realized that this rabbit what has broken every window had distracted that customer.,The dancer realized who this rabbit what has broken every window had distracted.,979
980,A piano teacher hadn't discovered that some podiatrist who can't complain about Edward disturbs Karen.,A piano teacher hadn't discovered who some podiatrist who can't complain about Edward disturbs.,980
981,Marie wouldn't discover that many guests who kept the malls lose most doctors.,Marie wouldn't discover who many guests who kept the malls lose.,981
982,Deanna is learning that all guests who are escaping from Heather made most cups.,Deanna is learning what all guests who are escaping from Heather made.,982
983,Sonia won't reveal that an electrician who has caught Steve wasn't discovering those guys.,Sonia won't reveal who an electrician who has caught Steve wasn't discovering.,983
984,Some French teachers forget that this actress who might talk about Tracy had heard Bill.,Some French teachers forget who this actress who might talk about Tracy had heard.,984
985,Universities conceal that the patient who leads that tutor had forgiven Amy.,Universities conceal who the patient who leads that tutor had forgiven.,985
986,Ella forgets that the senators who should distract Amanda haven't fixed some planes.,Ella forgets what the senators who should distract Amanda haven't fixed.,986
987,Timothy remembers that that student who is harming Sheila alarmed Dawn.,Timothy remembers who that student who is harming Sheila alarmed.,987
988,A lot of tutors weren't concealing that all waitresses who have discovered the reports had referenced Bruce.,A lot of tutors weren't concealing who all waitresses who have discovered the reports had referenced.,988
989,These girls figure out that the man who bikes to many glaciers could destroy these chairs.,These girls figure out what the man who bikes to many glaciers could destroy.,989
990,The women were figuring out that a waitress who is dropping by a museum thought about every skirt.,The women were figuring out what a waitress who is dropping by a museum thought about.,990
991,Jeffrey has learned that all French teachers who watch Brad hadn't shot Carol.,Jeffrey has learned who all French teachers who watch Brad hadn't shot.,991
992,Mitchell does remember that the organization what purchases that box boasted about Chad.,Mitchell does remember who the organization what purchases that box boasted about.,992
993,Those senators conceal that these universities what didn't steal a fork upset many associations.,Those senators conceal what these universities what didn't steal a fork upset.,993
994,Most doctors discover that that waiter who struck Bill isn't losing this dog.,Most doctors discover what that waiter who struck Bill isn't losing.,994
995,Curtis realized that the woman who thinks about a car cared for Jessica.,Curtis realized who the woman who thinks about a car cared for.,995
996,Jennifer knew that this patient who leads Jennifer hasn't revealed a school.,Jennifer knew what this patient who leads Jennifer hasn't revealed.,996
997,Liam investigates that the offspring who hasn't concealed the guys has stolen some plane.,Liam investigates what the offspring who hasn't concealed the guys has stolen.,997
998,Bradley realized that the hospital what spent every check remembered Carlos.,Bradley realized who the hospital what spent every check remembered.,998
999,Every person hasn't known that the box what bores Anne aids Wayne.,Every person hasn't known who the box what bores Anne aids.,999
