,adj_that,adj_wh,adj_subj_that,adj_subj_wh,pairID,,,,,,,,,,,,,,,,,,,,
99,Marcus figures out that the adult did dislike Timothy while aiding Joel.,Marcus figures out who the adult did dislike while aiding Joel.,Marcus figures out that the adult communicated while aiding Joel did dislike Timothy.,Marcus figures out who the adult communicated while aiding Joel did dislike.,99,,,,,,,,,,,,,,,,,,,,
100,Brett is discovering that every waitress had examined all books after thinking about Jerry.,Brett is discovering what every waitress had examined after thinking about Jerry.,Brett is discovering that every waitress smiled after thinking about Jerry had examined all books.,Brett is discovering what every waitress smiled after thinking about Jerry had examined.,100,,,,,,,,,,,,,,,,,,,,
101,Jennifer remembers that those schools disgust a lot of universities after scaring the hairdressers.,Jennifer remembers what those schools disgust after scaring the hairdressers.,Jennifer remembers that those schools come here after scaring the hairdressers disgust a lot of universities.,Jennifer remembers what those schools come here after scaring the hairdressers disgust.,101,,,,,,,,,,,,,,,,,,,,
102,Cheryl isn't investigating that all dancers forgive those dancers without admiring Carol.,Cheryl isn't investigating who all dancers forgive without admiring Carol.,Cheryl isn't investigating that all dancers upset without admiring Carol forgive those dancers.,Cheryl isn't investigating who all dancers upset without admiring Carol forgive.,102,,,,,,,,,,,,,,,,,,,,
103,Sara figures out that the woman examined the book after writing this report.,Sara figures out what the woman examined after writing this report.,Sara figures out that the woman evaporated after writing this report examined the book.,Sara figures out what the woman evaporated after writing this report examined.,103,,,,,,,,,,,,,,,,,,,,
104,Those boys couldn't know that many deer had found Kevin after underwhelming Katherine.,Those boys couldn't know who many deer had found after underwhelming Katherine.,Those boys couldn't know that many deer gone fishing after underwhelming Katherine had found Kevin.,Those boys couldn't know who many deer gone fishing after underwhelming Katherine had found.,104,,,,,,,,,,,,,,,,,,,,
105,Scott did conceal that some men walk through the movie theaters after talking about Veronica.,Scott did conceal what some men walk through after talking about Veronica.,Scott did conceal that some men spurred after talking about Veronica walk through the movie theaters.,Scott did conceal what some men spurred after talking about Veronica walk through.,105,,,,,,,,,,,,,,,,,,,,
106,Oncologists forget that this child was getting the trucks while buying these dishes.,Oncologists forget what this child was getting while buying these dishes.,Oncologists forget that this child gotten a job while buying these dishes was getting the trucks.,Oncologists forget what this child gotten a job while buying these dishes was getting.,106,,,,,,,,,,,,,,,,,,,,
107,This woman hasn't revealed that this driver didn't sell a newspaper article after purchasing restaurants.,This woman hasn't revealed what this driver didn't sell after purchasing restaurants.,This woman hasn't revealed that this driver struck after purchasing restaurants didn't sell a newspaper article.,This woman hasn't revealed what this driver struck after purchasing restaurants didn't sell.,107,,,,,,,,,,,,,,,,,,,,
108,Nancy forgets that a lot of waitresses can't complain about Alice before referencing Stephanie.,Nancy forgets who a lot of waitresses can't complain about before referencing Stephanie.,Nancy forgets that a lot of waitresses won before referencing Stephanie can't complain about Alice.,Nancy forgets who a lot of waitresses won before referencing Stephanie can't complain about.,108,,,,,,,,,,,,,,,,,,,,
109,Elaine had forgotten that those hairdressers hadn't respected that cafe after exiting most mountains.,Elaine had forgotten what those hairdressers hadn't respected after exiting most mountains.,Elaine had forgotten that those hairdressers listened to after exiting most mountains hadn't respected that cafe.,Elaine had forgotten what those hairdressers listened to after exiting most mountains hadn't respected.,109,,,,,,,,,,,,,,,,,,,,
110,These hospitals investigate that all children hugged Samantha before talking about a driver.,These hospitals investigate who all children hugged before talking about a driver.,These hospitals investigate that all children talked before talking about a driver hugged Samantha.,These hospitals investigate who all children talked before talking about a driver hugged.,110,,,,,,,,,,,,,,,,,,,,
111,Committees find out that a waitress ate that pepper without losing Carlos.,Committees find out what a waitress ate without losing Carlos.,Committees find out that a waitress lost without losing Carlos ate that pepper.,Committees find out what a waitress lost without losing Carlos ate.,111,,,,,,,,,,,,,,,,,,,,
112,Stephen forgets that every university describes Holly after distracting Omar.,Stephen forgets who every university describes after distracting Omar.,Stephen forgets that every university harmed after distracting Omar describes Holly.,Stephen forgets who every university harmed after distracting Omar describes.,112,,,,,,,,,,,,,,,,,,,,
113,The committee forgot that most offspring hear Theodore before stunning Margaret.,The committee forgot who most offspring hear before stunning Margaret.,The committee forgot that most offspring slumped over before stunning Margaret hear Theodore.,The committee forgot who most offspring slumped over before stunning Margaret hear.,113,,,,,,,,,,,,,,,,,,,,
114,Some government hadn't concealed that those doctors catch Bruce before noticing some rabbits.,Some government hadn't concealed who those doctors catch before noticing some rabbits.,Some government hadn't concealed that those doctors talked before noticing some rabbits catch Bruce.,Some government hadn't concealed who those doctors talked before noticing some rabbits catch.,114,,,,,,,,,,,,,,,,,,,,
115,Alice figures out that most boys praise George after confusing Sally.,Alice figures out who most boys praise after confusing Sally.,Alice figures out that most boys looked like after confusing Sally praise George.,Alice figures out who most boys looked like after confusing Sally praise.,115,,,,,,,,,,,,,,,,,,,,
116,Patients know that most guests had admired Matt while exposing a rabbit.,Patients know who most guests had admired while exposing a rabbit.,Patients know that most guests sung while exposing a rabbit had admired Matt.,Patients know who most guests sung while exposing a rabbit had admired.,116,,,,,,,,,,,,,,,,,,,,
117,Stacy was concealing that every dancer can't kiss Nancy while hearing every person.,Stacy was concealing who every dancer can't kiss while hearing every person.,Stacy was concealing that every dancer solidified while hearing every person can't kiss Nancy.,Stacy was concealing who every dancer solidified while hearing every person can't kiss.,117,,,,,,,,,,,,,,,,,,,,
118,Adam reveals that this dancer is meeting Patrick before hearing Lori.,Adam reveals who this dancer is meeting before hearing Lori.,Adam reveals that this dancer boasted about before hearing Lori is meeting Patrick.,Adam reveals who this dancer boasted about before hearing Lori is meeting.,118,,,,,,,,,,,,,,,,,,,,
