id,full_paragraph
cg55_24," This complacency was blown to bits by the relativity of Einstein , the revelation of the complex anatomy of the atom and the discovery of the expanding universe . None of these discoveries were neatly rounded off bits of knowledge . Each faded out into the unexplored areas of the future ."
ca03_6, The President spent much of the week-end at his summer home on Cape Cod writing the first drafts of portions of the address with the help of White House aids in Washington with whom he talked by telephone .
ca03_41," In the child health field , the President said he will recommend later an increase in funds for programs under the children's bureau . He also asked Congress to approve establishment of a national child health institute ."
cp21_12," Now , here they both were , still the same , George full of round-eyed woe , and Cousin Emma in despair . Theresa shifted to a new page ."
cp19_0," I don't really believe in intuition . But I swear to you from the moment I opened my eyes , I knew it was going to be a bad day . Part of it was the weather , so foggy it would take me twice as long to get to the hospital . Part of it was being so tired -- I'd not only had my usual full day yesterday , but a dinner meeting as well , that kept me up late . But the rest of it , the main part , wasn't based on logic at all . It was just going to be one of those days ."
cp19_9," I wasn't surprised . The ward was a small one , four beds , kept reserved for female alcoholics . We didn't get many at Fairview and they were never pretty sights . It was thought wiser to keep them segregated from the patients in the regular charity ward ."
cp26_10," The boy waited at the corner , with the jar of water held up to me in his hands , and the water had grown bubbly in the heat of the morning . I knew the boy well . He was eleven and we had done many things together . He was a beautiful boy , really , with finely-spun blonde hair and a smooth and still effeminate face , and his eyelashes were long and dark and brushlike , and his eyes were blue . He waited there and he smiled as the tractor came up , as he would smile on any other day . He was my nephew , my brother's son , handsome and warm and newly-scrubbed , with happiness upon his face and his face resembled my brother's and mine as well ."
ce03_25," Using very high thrust-to-weight ratio engines , develop a vertical-takeoff-and-landing ( VTOL ) long-range military aircraft ."
ce03_26, We have the technology today with which to build aircraft shelters which could withstand at least 200 Aj . We could put a portion of our strategic bombers in such shelters .
ce03_30," When aircraft are no longer helpless on airfields , they are no longer vulnerable to Aj . If our SAC bombers were , today , capable of surviving a surprise missile attack and because of infinite dispersion or long endurance had the capability to strike at Russia again , and again , and again , those bombers would unquestionably assure our military dominance ."
